id,fecha,hora,zona,tipo_zona,lat,lng,decibeles,trafico,temperatura,humedad,comentario
525,2025-07-16,2,Americana,Mixta,20.6666,-103.381,31.9,28,20.1,59.5,Sin incidencias
526,2025-02-28,4,Americana,Mixta,20.6666,-103.381,31.4,26,12.1,49.6,Sin incidencias
527,2025-04-28,7,Providencia,Residencial,20.6612,-103.389,76.4,60,22.8,62.4,Zona tranquila
528,2025-07-31,11,Tlaquepaque Centro,Comercial,20.642,-103.312,79.6,61,23.2,45.2,Mercado cercano
529,2025-05-13,4,Providencia,Residencial,20.6612,-103.389,30,12,17.6,70.6,Zona ruidosa
530,2025-06-18,22,Tlaquepaque Centro,Comercial,20.642,-103.312,77.1,82,24.9,49.7,Zona ruidosa
531,2025-05-20,14,Americana,Mixta,20.6666,-103.381,70.8,60,28.5,66.3,Mucho tráfico
532,2025-05-13,23,Americana,Mixta,20.6666,-103.381,74.9,68,21.1,55.8,Mucho ruido
533,2025-03-13,9,Centro,Comercial,20.6737,-103.344,102.6,93,26,70.7,Zona ruidosa
534,2025-06-16,21,Tlaquepaque Centro,Comercial,20.642,-103.312,84.3,82,24.2,58.5,Música alta
535,2025-06-09,21,Chapalita,Residencial,20.658,-103.402,51.6,30,21.1,79.8,Música alta
536,2025-04-21,19,Zona Industrial,Industrial,20.645,-103.32,108.3,59,23.9,76.9,Mercado cercano
537,2025-05-29,8,Tlaquepaque Centro,Comercial,20.642,-103.312,104.3,100,22.1,73,Tráfico intenso
538,2025-04-19,8,Centro,Comercial,20.6737,-103.344,87,90,27.3,66.4,Poco tráfico
539,2025-06-20,20,Centro,Comercial,20.6737,-103.344,78,76,26.7,63.8,Obras en la zona
540,2025-04-13,16,Centro,Comercial,20.6737,-103.344,70.1,59,23.7,41.8,Música alta
541,2025-06-07,8,Chapalita,Residencial,20.658,-103.402,52.7,37,27.1,56.3,Mercado cercano
542,2025-03-13,9,Americana,Mixta,20.6666,-103.381,87.9,72,22.4,52.5,Zona ruidosa
543,2025-02-08,23,Americana,Mixta,20.6666,-103.381,66.7,64,23.9,64.4,Zona ruidosa
544,2025-03-24,4,Chapalita,Residencial,20.658,-103.402,30,16,17.8,67.9,Ruido por construcción
545,2025-04-08,10,Chapalita,Residencial,20.658,-103.402,52.4,41,24,59.2,Ruido por construcción
546,2025-07-18,15,Zona Industrial,Industrial,20.645,-103.32,90,55,31.8,67.8,Zona ruidosa
547,2025-02-02,13,Chapalita,Residencial,20.658,-103.402,51.3,28,27,73.5,Ruido por construcción
548,2025-04-06,13,Providencia,Residencial,20.6612,-103.389,55.3,45,33.2,57.9,Tráfico intenso
549,2025-06-15,12,Centro,Comercial,20.6737,-103.344,69.1,57,32,53.2,Zona tranquila
550,2025-03-01,14,Americana,Mixta,20.6666,-103.381,62,45,34.2,77.9,Sin incidencias
551,2025-02-20,13,Tlaquepaque Centro,Comercial,20.642,-103.312,78,69,31.7,70.6,Obras en la zona
552,2025-06-04,6,Zona Industrial,Industrial,20.645,-103.32,82.9,40,24.2,43.9,Música alta
553,2025-04-21,9,Chapalita,Residencial,20.658,-103.402,73.7,50,26.7,60,Poco tráfico
554,2025-02-07,8,Tlaquepaque Centro,Comercial,20.642,-103.312,101.5,92,25.8,78.8,Mercado cercano
555,2025-03-17,12,Providencia,Residencial,20.6612,-103.389,53.2,32,30.9,50,Mucho ruido
556,2025-04-17,13,Centro,Comercial,20.6737,-103.344,78.4,73,27.1,49.1,Mercado cercano
557,2025-02-25,15,Zona Industrial,Industrial,20.645,-103.32,86.9,54,31.4,55.8,Muchos camiones
558,2025-05-02,4,Chapalita,Residencial,20.658,-103.402,30,14,14.8,79.2,Tráfico intenso
559,2025-06-21,12,Providencia,Residencial,20.6612,-103.389,53.2,16,31.4,52,Mucho tráfico
560,2025-06-18,13,Providencia,Residencial,20.6612,-103.389,54.3,30,31.3,57.9,Mucho ruido
561,2025-05-05,7,Centro,Comercial,20.6737,-103.344,107.6,97,24,53.8,Zona tranquila
562,2025-06-07,6,Zona Industrial,Industrial,20.645,-103.32,77.2,54,21.8,51.4,Mucho ruido
563,2025-07-19,2,Tlaquepaque Centro,Comercial,20.642,-103.312,31.7,39,16.4,65.5,Obras en la zona
564,2025-02-12,12,Zona Industrial,Industrial,20.645,-103.32,85.2,51,33.4,58.3,Poco tráfico
565,2025-02-08,13,Americana,Mixta,20.6666,-103.381,57,55,28.5,76.3,Poco tráfico
566,2025-04-12,12,Zona Industrial,Industrial,20.645,-103.32,79.2,50,31.6,42.4,Zona tranquila
567,2025-02-15,20,Providencia,Residencial,20.6612,-103.389,51.4,23,22.4,77,Tráfico intenso
568,2025-04-24,12,Americana,Mixta,20.6666,-103.381,67.4,55,29.8,49.3,Ruido por construcción
569,2025-07-27,13,Americana,Mixta,20.6666,-103.381,59.7,49,30.5,53.5,Obras en la zona
570,2025-07-17,17,Chapalita,Residencial,20.658,-103.402,62.2,32,24.5,53.3,Obras en la zona
571,2025-04-28,19,Chapalita,Residencial,20.658,-103.402,68.8,49,19.3,69.4,Mucho ruido
572,2025-06-02,19,Providencia,Residencial,20.6612,-103.389,81.3,51,25.9,81.8,Ruido por construcción
573,2025-07-13,10,Americana,Mixta,20.6666,-103.381,62.2,59,26.3,49.5,Mucho tráfico
574,2025-06-14,7,Tlaquepaque Centro,Comercial,20.642,-103.312,89.5,70,22.7,67.9,Música alta
575,2025-04-12,14,Chapalita,Residencial,20.658,-103.402,52.5,21,27.7,67.5,Zona ruidosa
576,2025-02-04,7,Centro,Comercial,20.6737,-103.344,113.1,86,23.6,56.5,Poco tráfico
577,2025-04-22,14,Tlaquepaque Centro,Comercial,20.642,-103.312,73.6,74,32.2,41.7,Muchos camiones
578,2025-07-26,0,Tlaquepaque Centro,Comercial,20.642,-103.312,31.2,31,16.5,49.7,Obras en la zona
579,2025-02-08,20,Tlaquepaque Centro,Comercial,20.642,-103.312,68,57,24.1,67.1,Mucho tráfico
580,2025-07-31,17,Zona Industrial,Industrial,20.645,-103.32,112.7,68,21.9,60.6,Muchos camiones
581,2025-04-08,8,Americana,Mixta,20.6666,-103.381,94.9,87,25.7,74.1,Muchos camiones
582,2025-05-19,11,Americana,Mixta,20.6666,-103.381,77.5,61,22,50.3,Zona tranquila
583,2025-06-08,16,Chapalita,Residencial,20.658,-103.402,42.8,23,31.3,60.2,Mercado cercano
584,2025-07-31,12,Centro,Comercial,20.6737,-103.344,79.7,67,30,75.5,Mucho ruido
585,2025-02-14,15,Providencia,Residencial,20.6612,-103.389,61.8,36,27.1,37.3,Zona ruidosa
586,2025-07-06,0,Zona Industrial,Industrial,20.645,-103.32,39.6,10,18.6,49.1,Tráfico intenso
587,2025-06-14,20,Chapalita,Residencial,20.658,-103.402,54.2,38,23.3,57.3,Mucho ruido
588,2025-06-17,22,Zona Industrial,Industrial,20.645,-103.32,87.4,47,27.8,63.8,Zona ruidosa
589,2025-07-11,5,Americana,Mixta,20.6666,-103.381,32.9,26,17.4,56.1,Tráfico intenso
590,2025-05-27,16,Chapalita,Residencial,20.658,-103.402,53.7,24,27.7,73,Tráfico intenso
591,2025-03-18,5,Centro,Comercial,20.6737,-103.344,37.8,41,23.9,66,Obras en la zona
592,2025-04-05,3,Providencia,Residencial,20.6612,-103.389,30,20,17,80.1,Ruido por construcción
593,2025-02-19,9,Americana,Mixta,20.6666,-103.381,90.2,84,26.7,43.1,Mucho ruido
594,2025-05-09,14,Providencia,Residencial,20.6612,-103.389,69.6,48,28.3,67.1,Mucho ruido
595,2025-06-09,22,Centro,Comercial,20.6737,-103.344,83.5,66,24.4,54.1,Poco tráfico
596,2025-07-30,1,Americana,Mixta,20.6666,-103.381,34.7,32,16.5,62.6,Sin incidencias
597,2025-04-09,6,Centro,Residencial,20.6612,-103.389,56,37,22.2,41.9,Mucho tráfico
598,2025-05-01,17,Tlaquepaque Centro,Comercial,20.642,-103.312,100.4,77,24.8,47.4,Mercado cercano
599,2025-06-02,8,Americana,Mixta,20.6666,-103.381,99.5,80,24.6,74.5,Mucho ruido
600,2025-04-16,0,Providencia,Comercial,20.6612,-103.389,30,16,16.6,77.7,Ruido por construcción
601,2025-06-13,10,Centro,Comercial,20.6737,-103.344,89.7,84,24.2,54.3,Zona tranquila
602,2025-02-19,7,Americana,Mixta,20.6666,-103.381,93.9,96,23.3,59.9,Muchos camiones
603,2025-03-07,17,Chapalita,Residencial,20.658,-103.402,64.8,56,24.7,37.5,Zona ruidosa
604,2025-07-11,13,Tlaquepaque Centro,Comercial,20.642,-103.312,79.3,74,30.4,60.9,Mercado cercano
605,2025-04-02,7,Americana,Mixta,20.6666,-103.381,91.9,75,22.9,55.8,Muchos camiones
606,2025-07-01,7,Americana,Mixta,20.6666,-103.381,100,86,27,80.6,Sin incidencias
607,2025-07-19,6,Centro,Comercial,20.6737,-103.344,72,68,25.5,66.3,Tráfico intenso
608,2025-03-21,19,Zona Industrial,Industrial,20.645,-103.32,109.1,78,26.4,79,Sin incidencias
609,2025-04-26,17,Centro,Comercial,20.6737,-103.344,89.4,83,23.7,63.3,Mucho tráfico
610,2025-04-10,7,Providencia,Residencial,20.6612,-103.389,76.7,52,23.2,68.4,Obras en la zona
611,2025-04-05,8,Chapalita,Residencial,20.658,-103.402,58.4,28,26.6,69.5,Obras en la zona
612,2025-04-17,5,Tlaquepaque Centro,Comercial,20.642,-103.312,40.6,43,17.4,35,Mucho ruido
613,2025-02-02,10,Centro,Comercial,20.6737,-103.344,69.2,69,22.1,70.4,Ruido por construcción
614,2025-05-29,15,Americana,Mixta,20.6666,-103.381,67.2,54,31.3,66.2,Poco tráfico
615,2025-02-18,9,Tlaquepaque Centro,Comercial,20.642,-103.312,109.2,95,24,69.4,Mucho ruido
616,2025-02-04,4,Tlaquepaque Centro,Comercial,20.642,-103.312,35.7,29,16.2,60.9,Mucho tráfico
617,2025-05-17,23,Centro,Comercial,20.642,-103.312,62.4,54,22.4,60.7,Tráfico intenso
618,2025-05-22,19,Centro,Comercial,20.6737,-103.344,94.8,87,24.5,52.8,Mercado cercano
619,2025-04-28,8,Zona Industrial,Industrial,20.645,-103.32,115,85,21.3,33.6,Poco tráfico
620,2025-05-29,2,Americana,Mixta,20.6666,-103.381,32.5,30,15.3,46,Zona tranquila
621,2025-04-13,1,Tlaquepaque Centro,Comercial,20.642,-103.312,31.3,28,17.9,59.1,Ruido por construcción
622,2025-05-31,2,Zona Industrial,Industrial,20.645,-103.32,38.6,27,20.9,46.6,Poco tráfico
623,2025-02-11,0,Chapalita,Residencial,20.658,-103.402,30,5,20.7,51.8,Mercado cercano
624,2025-04-20,7,Providencia,Residencial,20.6612,-103.389,64,34,21.6,68.6,Tráfico intenso
625,2025-03-28,2,Chapalita,Residencial,20.658,-103.402,30,2,16.7,67.7,Zona ruidosa
626,2025-05-17,5,Chapalita,Residencial,20.658,-103.402,30,16,17.1,59.9,Música alta
627,2025-02-15,7,Tlaquepaque Centro,Comercial,20.642,-103.312,94.8,80,22.9,73.9,Mucho tráfico
628,2025-07-30,14,Chapalita,Residencial,20.658,-103.402,49.9,32,31.4,64.1,Mucho ruido
629,2025-05-19,16,Zona Industrial,Industrial,20.645,-103.32,93.6,61,27.4,57.7,Zona tranquila
630,2025-04-30,19,Zona Industrial,Industrial,20.645,-103.32,114.6,73,21.5,62.5,Zona tranquila
631,2025-03-08,18,Americana,Mixta,20.6666,-103.381,65.7,68,22.6,49.4,Zona ruidosa
632,2025-06-11,17,Providencia,Residencial,20.6612,-103.389,75.7,60,26.3,56.9,Poco tráfico
633,2025-02-07,2,Centro,Comercial,20.6737,-103.344,42.7,38,18.6,42.3,Obras en la zona
634,2025-04-09,22,Chapalita,Residencial,20.658,-103.402,60.6,33,25,54.9,Zona tranquila
635,2025-05-31,15,Centro,Comercial,20.6737,-103.344,62.8,60,30.5,80.7,Obras en la zona
636,2025-03-25,10,Americana,Mixta,20.6666,-103.381,70.8,55,23.4,57.9,Muchos camiones
637,2025-05-12,4,Americana,Mixta,20.6666,-103.381,30,27,20.2,55.7,Sin incidencias
638,2025-02-24,11,Centro,Comercial,20.6737,-103.344,81.1,60,28.6,79.2,Música alta
639,2025-04-09,2,Americana,Mixta,20.6666,-103.381,40.8,29,17.7,52.1,Tráfico intenso
640,2025-04-08,5,Chapalita,Residencial,20.658,-103.402,30,20,17.3,44.4,Sin incidencias
641,2025-02-11,3,Americana,Mixta,20.6666,-103.381,38.2,24,18.9,64.8,Muchos camiones
642,2025-04-15,22,Tlaquepaque Centro,Comercial,20.642,-103.312,74.2,66,25.2,63.8,Zona tranquila
643,2025-05-04,20,Centro,Comercial,20.6737,-103.344,73.1,63,23.9,48.8,Ruido por construcción
644,2025-06-13,9,Providencia,Residencial,20.6612,-103.389,76,39,26.3,49.9,Música alta
645,2025-04-29,19,Providencia,Residencial,20.6612,-103.389,74.9,45,24.5,58,Mercado cercano
646,2025-07-10,8,Chapalita,Residencial,20.658,-103.402,69.9,39,26.1,51.7,Ruido por construcción
647,2025-04-30,14,Tlaquepaque Centro,Comercial,20.642,-103.312,81,76,34.8,72.9,Música alta
648,2025-02-11,9,Tlaquepaque Centro,Comercial,20.642,-103.312,104.9,100,23,68.6,Obras en la zona
649,2025-04-15,17,Tlaquepaque Centro,Comercial,20.642,-103.312,99.2,70,23.8,20,Muchos camiones
650,2025-03-03,10,Centro,Comercial,20.6737,-103.344,84.4,76,23.1,56.7,Zona tranquila
651,2025-04-15,17,Providencia,Residencial,20.6612,-103.389,80.1,43,22.9,57.1,Poco tráfico
652,2025-07-23,1,Tlaquepaque Centro,Comercial,20.642,-103.312,42.7,40,16.2,59,Mercado cercano
653,2025-03-31,20,Centro,Comercial,20.6737,-103.344,80.2,69,24,78.1,Poco tráfico
654,2025-02-24,4,Providencia,Residencial,20.6612,-103.389,30,25,15.6,70.9,Obras en la zona
655,2025-03-07,4,Americana,Mixta,20.6666,-103.381,35.4,21,14.4,74.6,Ruido por construcción
656,2025-02-10,19,Americana,Mixta,20.6666,-103.381,86,90,24,59.2,Tráfico intenso
657,2025-04-05,22,Chapalita,Residencial,20.658,-103.402,50.2,29,22.2,53.9,Mucho ruido
658,2025-04-13,18,Zona Industrial,Industrial,20.645,-103.32,86.8,33,21.3,68.3,Mucho tráfico
659,2025-07-22,14,Chapalita,Residencial,20.658,-103.402,52.2,35,29,65.7,Zona ruidosa
660,2025-03-14,23,Americana,Mixta,20.6666,-103.381,78.6,82,22.7,64.1,Obras en la zona
661,2025-07-10,1,Zona Industrial,Industrial,20.645,-103.32,42.1,41,17.8,60.7,Poco tráfico
662,2025-07-17,9,Chapalita,Residencial,20.658,-103.402,73.9,55,21,35.7,Mercado cercano
663,2025-06-15,20,Tlaquepaque Centro,Comercial,20.642,-103.312,60.6,50,25.9,52.5,Zona ruidosa
664,2025-07-16,19,Tlaquepaque Centro,Comercial,20.642,-103.312,92.9,92,23.1,20.4,Tráfico intenso
665,2025-02-17,5,Centro,Comercial,20.6737,-103.344,45.1,53,21,79.2,Obras en la zona
666,2025-06-08,22,Americana,Mixta,20.6666,-103.381,64,56,27.8,55.3,Música alta
667,2025-07-11,4,Centro,Comercial,20.6737,-103.344,40.1,31,18,70.8,Muchos camiones
668,2025-05-20,17,Providencia,Residencial,20.6612,-103.389,71.9,56,24.2,62.7,Música alta
669,2025-06-10,8,Americana,Mixta,20.6666,-103.381,96.6,89,28.2,50.9,Mucho tráfico
670,2025-04-20,10,Tlaquepaque Centro,Comercial,20.642,-103.312,70.3,52,22.4,51.1,Sin incidencias
672,2025-04-07,6,Zona Industrial,Industrial,20.645,-103.32,91,49,27.5,63.8,Muchos camiones
673,2025-04-11,13,Americana,Mixta,20.6666,-103.381,77,72,26.9,68.6,Ruido por construcción
674,2025-05-21,7,Tlaquepaque Centro,Comercial,20.642,-103.312,101.9,92,22.7,52.7,Obras en la zona
675,2025-03-31,2,Centro,Comercial,20.6737,-103.344,41.7,40,16.6,61.2,Mercado cercano
676,2025-07-25,16,Chapalita,Residencial,20.658,-103.402,52.4,34,28.7,36,Muchos camiones
677,2025-02-09,12,Zona Industrial,Industrial,20.645,-103.32,71.2,35,28.8,45,Música alta
678,2025-02-23,15,Americana,Mixta,20.6666,-103.381,61.4,61,32.9,51.2,Mercado cercano
679,2025-02-25,0,Tlaquepaque Centro,Comercial,20.642,-103.312,32.3,48,18.9,68,Ruido por construcción
680,2025-06-23,4,Chapalita,Residencial,20.658,-103.402,30,14,15.8,80.1,Sin incidencias
681,2025-05-23,16,Americana,Mixta,20.6666,-103.381,77.4,63,30.4,78.5,Zona ruidosa
682,2025-05-04,7,Zona Industrial,Industrial,20.645,-103.32,99.9,60,21.5,92.6,Música alta
683,2025-02-21,18,Centro,Comercial,20.642,-103.312,103.3,83,24.6,72,Zona ruidosa
684,2025-05-30,3,Zona Industrial,Industrial,20.645,-103.32,43.6,22,16.3,93.5,Obras en la zona
685,2025-03-20,11,Chapalita,Residencial,20.658,-103.402,47.2,42,22.6,59.4,Tráfico intenso
686,2025-05-16,10,Providencia,Residencial,20.6612,-103.389,58.2,44,19.6,67.6,Música alta
687,2025-07-21,23,Providencia,Residencial,20.6612,-103.389,57.9,43,22.2,64.7,Zona tranquila
688,2025-02-04,10,Providencia,Residencial,20.6612,-103.389,64.4,46,20.8,66.2,Mucho ruido
689,2025-04-12,9,Zona Industrial,Industrial,20.645,-103.32,100.1,58,22.3,42.8,Sin incidencias
690,2025-03-28,18,Zona Industrial,Industrial,20.645,-103.32,115,56,24.3,45.3,Muchos camiones
691,2025-03-22,6,Providencia,Residencial,20.6612,-103.389,51.3,48,24.8,64.6,Obras en la zona
692,2025-06-04,20,Tlaquepaque Centro,Comercial,20.642,-103.312,80.5,60,22.6,49.5,Zona ruidosa
693,2025-06-19,16,Americana,Mixta,20.6666,-103.381,71.1,62,26.9,40.9,Mucho ruido
694,2025-04-16,13,Tlaquepaque Centro,Comercial,20.642,-103.312,77.2,79,31.5,59.3,Muchos camiones
695,2025-04-01,20,Providencia,Residencial,20.6612,-103.389,61.2,38,24.5,55.4,Mucho ruido
696,2025-04-26,10,Tlaquepaque Centro,Comercial,20.642,-103.312,64.9,73,26,49.7,Tráfico intenso
697,2025-04-15,1,Chapalita,Residencial,20.658,-103.402,30,0,17.8,50.6,Mucho tráfico
698,2025-06-01,12,Zona Industrial,Industrial,20.645,-103.32,76.8,49,30.1,55.3,Ruido por construcción
699,2025-05-25,22,Centro,Comercial,20.6737,-103.344,68.9,69,23.5,65.9,Muchos camiones
700,2025-05-10,19,Chapalita,Residencial,20.658,-103.402,54.8,38,28.6,45.1,Zona ruidosa
701,2025-05-09,3,Chapalita,Residencial,20.658,-103.402,30,17,17.5,69.6,Tráfico intenso
702,2025-03-30,2,Centro,Comercial,20.6737,-103.344,30,38,15.9,86.2,Obras en la zona
703,2025-07-18,9,Chapalita,Residencial,20.658,-103.402,72.8,46,25.3,47,Música alta
704,2025-02-13,19,Zona Industrial,Industrial,20.645,-103.32,109.5,70,28,59.5,Muchos camiones
705,2025-02-08,0,Centro,Comercial,20.6737,-103.344,30.1,16,14.6,41.9,Mucho tráfico
707,2025-06-03,18,Providencia,Residencial,20.6612,-103.389,84.6,54,23.8,67.4,Ruido por construcción
708,2025-02-06,6,Americana,Mixta,20.6666,-103.381,72.2,61,23.5,66.5,Mucho ruido
709,2025-04-28,6,Centro,Comercial,20.6737,-103.344,79.7,58,23.6,55.5,Ruido por construcción
710,2025-02-17,6,Centro,Comercial,20.6737,-103.344,84.3,74,16.8,72.4,Mucho ruido
711,2025-07-10,4,Centro,Comercial,20.6737,-103.344,46.4,33,21.3,73.1,Ruido por construcción
712,2025-04-18,9,Americana,Mixta,20.6666,-103.381,95.5,84,26.1,47.5,Zona tranquila
713,2025-04-13,15,Centro,Comercial,20.6737,-103.344,67.9,58,30.5,62.5,Zona ruidosa
714,2025-05-13,21,Tlaquepaque Centro,Comercial,20.642,-103.312,79.9,79,25,52.7,Mucho ruido
715,2025-02-17,20,Americana,Mixta,20.6666,-103.381,72.2,54,20.3,67.9,Ruido por construcción
716,2025-04-12,20,Zona Industrial,Industrial,20.645,-103.32,76,41,22.9,66.2,Muchos camiones
717,2025-03-27,14,Chapalita,Residencial,20.658,-103.402,52.8,47,28.6,47.6,Mercado cercano
718,2025-06-04,13,Americana,Mixta,20.6666,-103.381,70,50,29.7,59.7,Zona ruidosa
719,2025-02-19,0,Americana,Mixta,20.6666,-103.381,30,22,18.5,65.9,Tráfico intenso
720,2025-02-15,4,Chapalita,Residencial,20.658,-103.402,30,22,16.3,57.1,Mucho ruido
721,2025-07-24,11,Tlaquepaque Centro,Comercial,20.642,-103.312,76.1,68,25.8,39.3,Poco tráfico
722,2025-06-22,19,Chapalita,Residencial,20.658,-103.402,59.3,24,24.7,59.4,Obras en la zona
723,2025-07-05,6,Zona Industrial,Industrial,20.645,-103.32,76.2,56,24.6,60.3,Mercado cercano
724,2025-03-05,0,Zona Industrial,Industrial,20.645,-103.32,40.4,27,20.6,72,Poco tráfico
725,2025-03-22,8,Providencia,Residencial,20.6612,-103.389,63.1,37,23.6,47.7,Mucho tráfico
726,2025-02-18,14,Zona Industrial,Industrial,20.645,-103.32,87.5,57,29.8,72.6,Música alta
727,2025-06-28,21,Centro,Comercial,20.6737,-103.344,63.3,54,21.6,62.6,Zona tranquila
728,2025-05-02,22,Chapalita,Residencial,20.658,-103.402,56.8,24,22.9,76.6,Mercado cercano
729,2025-03-14,22,Providencia,Residencial,20.6612,-103.389,61,42,23.7,67.7,Poco tráfico
730,2025-04-15,22,Tlaquepaque Centro,Comercial,20.642,-103.312,80.3,71,24.7,59.6,Muchos camiones
731,2025-03-25,8,Zona Industrial,Industrial,20.645,-103.32,108.9,72,21.7,37.4,Ruido por construcción
732,2025-04-04,19,Chapalita,Residencial,20.658,-103.402,62.6,42,25.4,40.9,Mucho ruido
733,2025-04-14,11,Tlaquepaque Centro,Comercial,20.642,-103.312,75.4,63,25.2,65.9,Zona ruidosa
734,2025-07-09,9,Tlaquepaque Centro,Comercial,20.642,-103.312,107.9,99,21.9,66.4,Muchos camiones
735,2025-04-24,2,Providencia,Residencial,20.6612,-103.389,30,20,17.5,64.2,Obras en la zona
736,2025-03-27,8,Tlaquepaque Centro,Comercial,20.642,-103.312,104.6,75,25.2,63.7,Música alta
737,2025-05-25,10,Tlaquepaque Centro,Comercial,20.642,-103.312,68.7,60,23.3,59.9,Música alta
738,2025-02-18,6,Tlaquepaque Centro,Comercial,20.642,-103.312,77.2,49,24.8,44.8,Sin incidencias
739,2025-05-19,16,Tlaquepaque Centro,Comercial,20.642,-103.312,75.7,71,30,54.6,Mucho ruido
740,2025-03-16,3,Tlaquepaque Centro,Comercial,20.642,-103.312,38.8,30,15.5,57.3,Zona ruidosa
741,2025-05-03,8,Centro,Comercial,20.6737,-103.344,90.5,71,22.6,66,Mucho tráfico
742,2025-02-21,14,Centro,Comercial,20.6737,-103.344,79.5,63,31.8,71.6,Zona ruidosa
743,2025-03-01,0,Providencia,Residencial,20.6612,-103.389,30,10,20.4,55.2,Mercado cercano
744,2025-05-31,20,Tlaquepaque Centro,Comercial,20.642,-103.312,64.9,66,20,53.2,Tráfico intenso
745,2025-07-14,10,Chapalita,Residencial,20.658,-103.402,61.8,36,28,38,Muchos camiones
746,2025-04-25,0,Zona Industrial,Industrial,20.645,-103.32,48.3,41,18.4,67.2,Mucho ruido
747,2025-02-23,22,Tlaquepaque Centro,Comercial,20.642,-103.312,69.8,56,24.2,48.5,Muchos camiones
748,2025-03-14,4,Zona Industrial,Industrial,20.645,-103.32,40.6,30,19.9,50.9,Muchos camiones
749,2025-04-23,16,Zona Industrial,Industrial,20.645,-103.32,83.3,63,30.8,42,Sin incidencias
750,2025-04-03,7,Chapalita,Residencial,20.658,-103.402,79.1,52,25.4,66.6,Obras en la zona
751,2025-04-05,16,Tlaquepaque Centro,Comercial,20.642,-103.312,66.9,59,31.3,41.1,Muchos camiones
752,2025-04-18,3,Zona Industrial,Industrial,20.645,-103.32,43,35,17.7,34.8,Sin incidencias
753,2025-05-18,22,Chapalita,Residencial,20.658,-103.402,45.7,29,24,55.8,Obras en la zona
754,2025-07-29,18,Providencia,Residencial,20.6612,-103.389,73.3,54,26,37.2,Zona ruidosa
755,2025-06-26,22,Tlaquepaque Centro,Comercial,20.642,-103.312,81.4,61,23.9,72.2,Música alta
756,2025-02-10,15,Tlaquepaque Centro,Comercial,20.642,-103.312,80.9,67,29.6,87.5,Mercado cercano
757,2025-05-10,11,Tlaquepaque Centro,Comercial,20.642,-103.312,75.8,60,24.2,53.7,Música alta
758,2025-04-24,20,Zona Industrial,Industrial,20.645,-103.32,83.6,58,24.4,81.5,Poco tráfico
759,2025-02-02,21,Tlaquepaque Centro,Comercial,20.642,-103.312,64,49,24.5,35.1,Mucho tráfico
760,2025-06-04,21,Tlaquepaque Centro,Comercial,20.642,-103.312,80.9,74,22.7,56.9,Tráfico intenso
761,2025-07-21,2,Americana,Mixta,20.6666,-103.381,43.2,34,18,42.7,Mucho tráfico
762,2025-06-05,6,Americana,Mixta,20.6666,-103.381,68.6,64,23,68.9,Obras en la zona
763,2025-05-23,9,Chapalita,Residencial,20.658,-103.402,69.2,34,20.6,49.4,Mucho ruido
764,2025-02-05,2,Americana,Mixta,20.6666,-103.381,35.4,37,18.2,60.2,Zona tranquila
765,2025-05-11,20,Tlaquepaque Centro,Comercial,20.642,-103.312,59.9,56,25.9,56.4,Muchos camiones
766,2025-07-05,19,Americana,Mixta,20.6666,-103.381,72.7,66,22.6,79.6,Ruido por construcción
767,2025-07-01,18,Centro,Comercial,20.6737,-103.344,95.5,85,25.7,74,Muchos camiones
768,2025-06-11,3,Zona Industrial,Industrial,20.645,-103.32,37.9,34,16.8,73.3,Zona ruidosa
769,2025-06-23,7,Chapalita,Residencial,20.658,-103.402,70,34,26.2,70.8,Obras en la zona
770,2025-05-14,19,Americana,Mixta,20.6666,-103.381,91.1,77,23.4,70.3,Tráfico intenso
771,2025-03-30,16,Zona Industrial,Industrial,20.645,-103.32,77.4,40,28.7,64.2,Zona tranquila
772,2025-06-15,14,Americana,Mixta,20.6666,-103.381,65.4,43,32.1,61.4,Mucho tráfico
773,2025-03-06,8,Centro,Comercial,20.6737,-103.344,96.9,92,21.9,74.2,Muchos camiones
774,2025-03-03,12,Providencia,Residencial,20.6612,-103.389,56.2,24,27.8,73.3,Zona ruidosa
775,2025-02-18,20,Americana,Mixta,20.6666,-103.381,67.4,57,23.6,69,Ruido por construcción
776,2025-03-18,10,Americana,Mixta,20.6666,-103.381,72.9,61,22.1,71.5,Mucho ruido
777,2025-02-09,13,Chapalita,Residencial,20.658,-103.402,49.4,25,31.7,65.1,Tráfico intenso
778,2025-04-20,4,Americana,Mixta,20.6666,-103.381,32.4,27,17.5,41.5,Poco tráfico
779,2025-06-25,10,Zona Industrial,Industrial,20.645,-103.32,87.3,47,19.7,54.4,Ruido por construcción
780,2025-06-15,22,Americana,Mixta,20.6666,-103.381,59.9,51,24.7,51.9,Tráfico intenso
781,2025-06-16,4,Americana,Mixta,20.6666,-103.381,34.7,17,17.3,68.2,Ruido por construcción
782,2025-04-06,23,Tlaquepaque Centro,Comercial,20.642,-103.312,70.5,63,22.6,37,Zona tranquila
783,2025-02-09,21,Chapalita,Residencial,20.658,-103.402,50.6,37,24.5,66.1,Obras en la zona
784,2025-05-10,0,Centro,Comercial,20.6737,-103.344,35.5,28,19.9,66.9,Mercado cercano
785,2025-02-25,21,Americana,Mixta,20.6666,-103.381,77.6,68,25.8,68.3,Música alta
786,2025-06-10,1,Zona Industrial,Industrial,20.645,-103.32,44.6,28,17.7,40.9,Zona ruidosa
787,2025-06-19,3,Americana,Mixta,20.6666,-103.381,41.3,24,19.4,73,Mercado cercano
